Role,RoleCMDLet,Parameters
"Role Management","Set-RoleGroup","BypassSecurityGroupManagerCheck;Confirm;Debug;Description;DisplayName;DomainController;ErrorAction;ErrorVariable;Identity;LinkedCredential;LinkedDomainController;LinkedForeignGroup;ManagedBy;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","Set-RoleAssignmentPolicy","Confirm;Debug;Description;DomainController;ErrorAction;ErrorVariable;Identity;IsDefault;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","Set-ManagementScope","Confirm;DatabaseRestrictionFilter;Debug;DomainController;ErrorAction;ErrorVariable;Identity;Name;OutBuffer;OutVariable;RecipientRestrictionFilter;RecipientRoot;ServerRestrictionFilter;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","Set-ManagementRoleEntry","AddParameter;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Parameters;RemoveParameter;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","Set-ADServerSettings","ConfigurationDomainController;Confirm;Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;PreferredGlobalCatalog;PreferredServer;RecipientViewRoot;RunspaceServerSettings;SetPreferredDomainControllers;Verbose;ViewEntireForest;WarningAction;WarningVariable;WhatIf"
"Role Management","Remove-RoleGroupMember","BypassSecurityGroupManagerCheck;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;Member;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","Remove-RoleGroup","BypassSecurityGroupManagerCheck;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","Remove-RoleAssignmentPolicy","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","Remove-ManagementScope","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","Remove-ManagementRoleEntry","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","Remove-ManagementRoleAssignment","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","Remove-ManagementRole","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Recurse;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","New-RoleGroup","Confirm;CustomConfigWriteScope;CustomRecipientWriteScope;Debug;Description;DisplayName;DomainController;ErrorAction;ErrorVariable;LinkedCredential;LinkedDomainController;LinkedForeignGroup;ManagedBy;Members;Name;OutBuffer;OutVariable;RecipientOrganizationalUnitScope;Roles;SamAccountName;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","New-RoleAssignmentPolicy","Confirm;Debug;Description;DomainController;ErrorAction;ErrorVariable;IsDefault;Name;OutBuffer;OutVariable;Roles;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","New-ManagementScope","Confirm;DatabaseList;DatabaseRestrictionFilter;Debug;DomainController;ErrorAction;ErrorVariable;Exclusive;Force;Name;OutBuffer;OutVariable;RecipientRestrictionFilter;RecipientRoot;ServerList;ServerRestrictionFilter;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","Get-SecurityPrincipal","Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;IncludeDomainLocalFrom;OrganizationalUnit;OutBuffer;OutVariable;ResultSize;RoleGroupAssignable;Types;Verbose;WarningAction;WarningVariable"
"Role Management","Get-RoleGroupMember","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ReadFromDomainController;ResultSize;Verbose;WarningAction;WarningVariable"
"Role Management","Get-RoleGroup","Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;OutBuffer;OutVariable;ReadFromDomainController;ResultSize;ShowPartnerLinked;SortBy;Verbose;WarningAction;WarningVariable"
"Role Management","Get-RoleAssignmentPolicy","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"Role Management","Get-ManagementScope","Debug;DomainController;ErrorAction;ErrorVariable;Exclusive;Identity;Orphan;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"Role Management","Get-ManagementRoleEntry","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Parameters;PSSnapinName;Type;Verbose;WarningAction;WarningVariable"
"Role Management","Get-ManagementRole","Cmdlet;CmdletParameters;Debug;DomainController;ErrorAction;ErrorVariable;GetChildren;Identity;OutBuffer;OutVariable;Recurse;RoleType;Script;ScriptParameters;Verbose;WarningAction;WarningVariable"
"Role Management","Get-Group","Anr;Credential;Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;IgnoreDefaultScope;OrganizationalUnit;OutBuffer;OutVariable;ReadFromDomainController;RecipientTypeDetails;ResultSize;SortBy;Verbose;WarningAction;WarningVariable"
"Role Management","Get-ExchangeServer","Debug;Domain;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable"
"Role Management","Get-DomainController","Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"Role Management","Get-DistributionGroupMember","Credential;Debug;DomainController;ErrorAction;ErrorVariable;Identity;IgnoreDefaultScope;OutBuffer;OutVariable;ReadFromDomainController;ResultSize;Verbose;WarningAction;WarningVariable"
"Role Management","Get-DistributionGroup","Anr;Credential;Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;IgnoreDefaultScope;ManagedBy;OrganizationalUnit;OutBuffer;OutVariable;ReadFromDomainController;RecipientTypeDetails;ResultSize;SortBy;Verbose;WarningAction;WarningVariable"
"Role Management","Add-RoleGroupMember","BypassSecurityGroupManagerCheck;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;Member;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Role Management","Add-ManagementRoleEntry","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Overwrite;Parameters;ParentRoleEntry;PSSnapinName;Role;Type;Verbose;WarningAction;WarningVariable;WhatIf"
"Database Availability Groups","Remove-DatabaseAvailabilityGroupServer","ConfigurationOnly;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;MailboxServer;OutBuffer;OutVariable;SkipDagValidation;Verbose;WarningAction;WarningVariable;WhatIf"
"Database Availability Groups","Add-DatabaseAvailabilityGroupServer","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;MailboxServer;OutBuffer;OutVariable;SkipDagValidation;Verbose;WarningAction;WarningVariable;WhatIf"
"Database Availability Groups","New-DatabaseAvailabilityGroup","ActivityState;Confirm;DagConfiguration;DatabaseAvailabilityGroupIpAddresses;Debug;DomainController;ErrorAction;ErrorVariable;FileSystem;Name;OutBuffer;OutVariable;ThirdPartyReplication;Verbose;WarningAction;WarningVariable;WhatIf;WitnessDirectory;WitnessServer"
"Database Availability Groups","Set-DatabaseAvailabilityGroup","ActivityState;AllowCrossSiteRpcClientAccess;AlternateWitnessDirectory;AlternateWitnessServer;AutoDagAllServersInstalled;AutoDagAutoRedistributeEnabled;AutoDagAutoReseedEnabled;AutoDagBitlockerEnabled;AutoDagDatabaseCopiesPerDatabase;AutoDagDatabaseCopiesPerVolume;AutoDagDatabasesRootFolderPath;AutoDagDiskReclaimerEnabled;AutoDagFailedVolumesRootFolderPath;AutoDagTotalNumberOfDatabases;AutoDagTotalNumberOfServers;AutoDagVolumesRootFolderPath;Confirm;DagConfiguration;DatabaseAvailabilityGroupIpAddresses;DatacenterActivationMode;Debug;DiscoverNetworks;DomainController;ErrorAction;ErrorVariable;FileSystem;Identity;ManualDagNetworkConfiguration;NetworkCompression;NetworkEncryption;OutBuffer;OutVariable;PreferenceMoveFrequency;ReplayLagManagerEnabled;ReplicationPort;SkipDagValidation;Verbose;WarningAction;WarningVariable;WhatIf;WitnessDirectory;WitnessServer"
"Database Availability Groups","New-DatabaseAvailabilityGroupConfiguration","Confirm;CopiesPerDatabase;DatabasesPerServer;DatabasesPerVolume;Debug;ErrorAction;ErrorVariable;MinCopiesPerDatabaseForMonitoring;Name;OutBuffer;OutVariable;ServersPerDag;Verbose;WarningAction;WarningVariable;WhatIf"
"Database Availability Groups","Set-DatabaseAvailabilityGroupConfiguration","Confirm;CopiesPerDatabase;DatabasesPerServer;DatabasesPerVolume;Debug;ErrorAction;ErrorVariable;Identity;MinCopiesPerDatabaseForMonitoring;OutBuffer;OutVariable;ServersPerDag;Verbose;WarningAction;WarningVariable;WhatIf"
"Database Availability Groups","Remove-DatabaseAvailabilityGroupConfiguration","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Database Availability Groups","Get-DatabaseAvailabilityGroupConfiguration","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable"
"Database Availability Groups","Write-AdminAuditLog","Comment;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Database Availability Groups","Set-DatabaseAvailabilityGroupNetwork","Confirm;Debug;Description;DomainController;ErrorAction;ErrorVariable;Identity;IgnoreNetwork;Name;OutBuffer;OutVariable;ReplicationEnabled;Subnets;Verbose;WarningAction;WarningVariable;WhatIf"
"Database Availability Groups","Remove-DatabaseAvailabilityGroupNetwork","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Database Availability Groups","Remove-DatabaseAvailabilityGroup","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Database Availability Groups","New-DatabaseAvailabilityGroupNetwork","Confirm;DatabaseAvailabilityGroup;Debug;Description;DomainController;ErrorAction;ErrorVariable;IgnoreNetwork;Name;OutBuffer;OutVariable;ReplicationEnabled;Subnets;Verbose;WarningAction;WarningVariable;WhatIf"
"Database Availability Groups","Get-DomainController","Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"Database Availability Groups","Get-DatabaseAvailabilityGroupNetwork","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable"
"Database Availability Groups","Get-DatabaseAvailabilityGroup","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable"
"Transport Rules","Get-InterceptorRule","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Transport Rules","New-InterceptorRule","Action;Condition;Confirm;CreatedBy;CustomResponseCode;CustomResponseString;Dag;Debug;Description;DomainController;ErrorAction;ErrorVariable;Event;ExpireTime;Forest;Identity;Key;Name;OutBuffer;OutVariable;Path;Server;Site;Source;TimeInterval;Value;Verbose;WarningAction;WarningVariable;WhatIf"
"Transport Rules","Set-InterceptorRule","Action;Condition;Confirm;CreatedBy;CustomResponseCode;CustomResponseString;Dag;Debug;Description;DomainController;ErrorAction;ErrorVariable;Event;ExpireTime;Forest;Identity;Key;OutBuffer;OutVariable;Path;Server;Site;Source;TimeInterval;Value;Verbose;WarningAction;WarningVariable;WhatIf"
"Transport Rules","Remove-InterceptorRule","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Transport Rules","Get-Recipient","Anr;BookmarkDisplayName;Credential;Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;IgnoreDefaultScope;IncludeBookmarkObject;IncludeSoftDeletedRecipients;OrganizationalUnit;OutBuffer;OutVariable;Properties;PropertySet;ReadFromDomainController;RecipientPreviewFilter;RecipientType;RecipientTypeDetails;ResultSize;SortBy;Verbose;WarningAction;WarningVariable"
"Transport Rules","New-TransportRule","ActivationDate;AdComparisonAttribute;AdComparisonOperator;AddManagerAsRecipientType;AddToRecipients;AnyOfCcHeader;AnyOfCcHeaderMemberOf;AnyOfRecipientAddressContainsWords;AnyOfRecipientAddressMatchesPatterns;AnyOfToCcHeader;AnyOfToCcHeaderMemberOf;AnyOfToHeader;AnyOfToHeaderMemberOf;ApplyClassification;ApplyHtmlDisclaimerFallbackAction;ApplyHtmlDisclaimerLocation;ApplyHtmlDisclaimerText;ApplyRightsProtectionTemplate;AttachmentContainsWords;AttachmentExtensionMatchesWords;AttachmentHasExecutableContent;AttachmentIsPasswordProtected;AttachmentIsUnsupported;AttachmentMatchesPatterns;AttachmentNameMatchesPatterns;AttachmentProcessingLimitExceeded;AttachmentPropertyContainsWords;AttachmentSizeOver;BetweenMemberOf1;BetweenMemberOf2;BlindCopyTo;Comments;Confirm;ContentCharacterSetContainsWords;CopyTo;Debug;DeleteMessage;Disconnect;DomainController;Enabled;ErrorAction;ErrorVariable;ExceptIfAdComparisonAttribute;ExceptIfAdComparisonOperator;ExceptIfAnyOfCcHeader;ExceptIfAnyOfCcHeaderMemberOf;ExceptIfAnyOfRecipientAddressContainsWords;ExceptIfAnyOfRecipientAddressMatchesPatterns;ExceptIfAnyOfToCcHeader;ExceptIfAnyOfToCcHeaderMemberOf;ExceptIfAnyOfToHeader;ExceptIfAnyOfToHeaderMemberOf;ExceptIfAttachmentContainsWords;ExceptIfAttachmentExtensionMatchesWords;ExceptIfAttachmentHasExecutableContent;ExceptIfAttachmentIsPasswordProtected;ExceptIfAttachmentIsUnsupported;ExceptIfAttachmentMatchesPatterns;ExceptIfAttachmentNameMatchesPatterns;ExceptIfAttachmentProcessingLimitExceeded;ExceptIfAttachmentPropertyContainsWords;ExceptIfAttachmentSizeOver;ExceptIfBetweenMemberOf1;ExceptIfBetweenMemberOf2;ExceptIfContentCharacterSetContainsWords;ExceptIfFrom;ExceptIfFromAddressContainsWords;ExceptIfFromAddressMatchesPatterns;ExceptIfFromMemberOf;ExceptIfFromScope;ExceptIfHasClassification;ExceptIfHasNoClassification;ExceptIfHasSenderOverride;ExceptIfHeaderContainsMessageHeader;ExceptIfHeaderContainsWords;ExceptIfHeaderMatchesMessageHeader;ExceptIfHeaderMatchesPatterns;ExceptIfManagerAddresses;ExceptIfManagerForEvaluatedUser;ExceptIfMessageSizeOver;ExceptIfMessageTypeMatches;ExceptIfRecipientADAttributeContainsWords;ExceptIfRecipientADAttributeMatchesPatterns;ExceptIfRecipientAddressContainsWords;ExceptIfRecipientAddressMatchesPatterns;ExceptIfRecipientDomainIs;ExceptIfSCLOver;ExceptIfSenderADAttributeContainsWords;ExceptIfSenderADAttributeMatchesPatterns;ExceptIfSenderDomainIs;ExceptIfSenderIpRanges;ExceptIfSenderManagementRelationship;ExceptIfSentTo;ExceptIfSentToMemberOf;ExceptIfSentToScope;ExceptIfSubjectContainsWords;ExceptIfSubjectMatchesPatterns;ExceptIfSubjectOrBodyContainsWords;ExceptIfSubjectOrBodyMatchesPatterns;ExceptIfWithImportance;ExpiryDate;From;FromAddressContainsWords;FromAddressMatchesPatterns;FromMemberOf;FromScope;GenerateIncidentReport;GenerateNotification;HasClassification;HasNoClassification;HasSenderOverride;HeaderContainsMessageHeader;HeaderContainsWords;HeaderMatchesMessageHeader;HeaderMatchesPatterns;IncidentReportContent;IncidentReportOriginalMail;LogEventText;ManagerAddresses;ManagerForEvaluatedUser;MessageSizeOver;MessageTypeMatches;Mode;ModerateMessageByManager;ModerateMessageByUser;Name;OutBuffer;OutVariable;PrependSubject;Priority;Quarantine;RecipientADAttributeContainsWords;RecipientADAttributeMatchesPatterns;RecipientAddressContainsWords;RecipientAddressMatchesPatterns;RecipientDomainIs;RedirectMessageTo;RejectMessageEnhancedStatusCode;RejectMessageReasonText;RemoveHeader;RouteMessageOutboundRequireTls;RuleErrorAction;RuleSubType;SCLOver;SenderADAttributeContainsWords;SenderADAttributeMatchesPatterns;SenderAddressLocation;SenderDomainIs;SenderIpRanges;SenderManagementRelationship;SentTo;SentToMemberOf;SentToScope;SetAuditSeverity;SetHeaderName;SetHeaderValue;SetSCL;SmtpRejectMessageRejectStatusCode;SmtpRejectMessageRejectText;StopRuleProcessing;SubjectContainsWords;SubjectMatchesPatterns;SubjectOrBodyContainsWords;SubjectOrBodyMatchesPatterns;UseLegacyRegex;Verbose;WarningAction;WarningVariable;WhatIf;WithImportance"
"Transport Rules","Set-TransportRule","ActivationDate;AdComparisonAttribute;AdComparisonOperator;AddManagerAsRecipientType;AddToRecipients;AnyOfCcHeader;AnyOfCcHeaderMemberOf;AnyOfRecipientAddressContainsWords;AnyOfRecipientAddressMatchesPatterns;AnyOfToCcHeader;AnyOfToCcHeaderMemberOf;AnyOfToHeader;AnyOfToHeaderMemberOf;ApplyClassification;ApplyHtmlDisclaimerFallbackAction;ApplyHtmlDisclaimerLocation;ApplyHtmlDisclaimerText;ApplyRightsProtectionTemplate;AttachmentContainsWords;AttachmentExtensionMatchesWords;AttachmentHasExecutableContent;AttachmentIsPasswordProtected;AttachmentIsUnsupported;AttachmentMatchesPatterns;AttachmentNameMatchesPatterns;AttachmentProcessingLimitExceeded;AttachmentPropertyContainsWords;AttachmentSizeOver;BetweenMemberOf1;BetweenMemberOf2;BlindCopyTo;Comments;Confirm;ContentCharacterSetContainsWords;CopyTo;Debug;DeleteMessage;Disconnect;DomainController;ErrorAction;ErrorVariable;ExceptIfAdComparisonAttribute;ExceptIfAdComparisonOperator;ExceptIfAnyOfCcHeader;ExceptIfAnyOfCcHeaderMemberOf;ExceptIfAnyOfRecipientAddressContainsWords;ExceptIfAnyOfRecipientAddressMatchesPatterns;ExceptIfAnyOfToCcHeader;ExceptIfAnyOfToCcHeaderMemberOf;ExceptIfAnyOfToHeader;ExceptIfAnyOfToHeaderMemberOf;ExceptIfAttachmentContainsWords;ExceptIfAttachmentExtensionMatchesWords;ExceptIfAttachmentHasExecutableContent;ExceptIfAttachmentIsPasswordProtected;ExceptIfAttachmentIsUnsupported;ExceptIfAttachmentMatchesPatterns;ExceptIfAttachmentNameMatchesPatterns;ExceptIfAttachmentProcessingLimitExceeded;ExceptIfAttachmentPropertyContainsWords;ExceptIfAttachmentSizeOver;ExceptIfBetweenMemberOf1;ExceptIfBetweenMemberOf2;ExceptIfContentCharacterSetContainsWords;ExceptIfFrom;ExceptIfFromAddressContainsWords;ExceptIfFromAddressMatchesPatterns;ExceptIfFromMemberOf;ExceptIfFromScope;ExceptIfHasClassification;ExceptIfHasNoClassification;ExceptIfHasSenderOverride;ExceptIfHeaderContainsMessageHeader;ExceptIfHeaderContainsWords;ExceptIfHeaderMatchesMessageHeader;ExceptIfHeaderMatchesPatterns;ExceptIfManagerAddresses;ExceptIfManagerForEvaluatedUser;ExceptIfMessageSizeOver;ExceptIfMessageTypeMatches;ExceptIfRecipientADAttributeContainsWords;ExceptIfRecipientADAttributeMatchesPatterns;ExceptIfRecipientAddressContainsWords;ExceptIfRecipientAddressMatchesPatterns;ExceptIfRecipientDomainIs;ExceptIfSCLOver;ExceptIfSenderADAttributeContainsWords;ExceptIfSenderADAttributeMatchesPatterns;ExceptIfSenderDomainIs;ExceptIfSenderIpRanges;ExceptIfSenderManagementRelationship;ExceptIfSentTo;ExceptIfSentToMemberOf;ExceptIfSentToScope;ExceptIfSubjectContainsWords;ExceptIfSubjectMatchesPatterns;ExceptIfSubjectOrBodyContainsWords;ExceptIfSubjectOrBodyMatchesPatterns;ExceptIfWithImportance;ExpiryDate;From;FromAddressContainsWords;FromAddressMatchesPatterns;FromMemberOf;FromScope;GenerateIncidentReport;GenerateNotification;HasClassification;HasNoClassification;HasSenderOverride;HeaderContainsMessageHeader;HeaderContainsWords;HeaderMatchesMessageHeader;HeaderMatchesPatterns;Identity;IncidentReportContent;IncidentReportOriginalMail;LogEventText;ManagerAddresses;ManagerForEvaluatedUser;MessageSizeOver;MessageTypeMatches;Mode;ModerateMessageByManager;ModerateMessageByUser;Name;OutBuffer;OutVariable;PrependSubject;Priority;Quarantine;RecipientADAttributeContainsWords;RecipientADAttributeMatchesPatterns;RecipientAddressContainsWords;RecipientAddressMatchesPatterns;RecipientDomainIs;RedirectMessageTo;RejectMessageEnhancedStatusCode;RejectMessageReasonText;RemoveHeader;RouteMessageOutboundRequireTls;RuleErrorAction;RuleSubType;SCLOver;SenderADAttributeContainsWords;SenderADAttributeMatchesPatterns;SenderAddressLocation;SenderDomainIs;SenderIpRanges;SenderManagementRelationship;SentTo;SentToMemberOf;SentToScope;SetAuditSeverity;SetHeaderName;SetHeaderValue;SetSCL;SmtpRejectMessageRejectStatusCode;SmtpRejectMessageRejectText;StopRuleProcessing;SubjectContainsWords;SubjectMatchesPatterns;SubjectOrBodyContainsWords;SubjectOrBodyMatchesPatterns;Verbose;WarningAction;WarningVariable;WhatIf;WithImportance"
